filepath,filename,status,n_found_organs,found_labels,elapsed_s,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,core_centroid_z_mm,z_window_method,error
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028267-1.nii.gz,20251028267-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",15.83316969871521,-156.6999969482422,-244.29999923706055,-396.4388920825146,195.3000030517578,23.700000762939453,-116.4388920825146,-296.4388920825146,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028268-1.nii.gz,20251028268-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",11.88773798942566,-146.91200256347656,-280.5080032348633,-173.11150780632045,155.58799743652344,-42.50800323486328,106.88849219367955,-73.11150780632045,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028270-1.nii.gz,20251028270-1.nii.gz,ok,17,"1,2,3,4,5,7,8,10,11,12,13,14,15,17,18,19,62",15.546693086624146,-181.0,-303.23684310913086,-1433.3248539418964,184.5,-27.73684310913086,-1153.3248539418964,-1333.3248539418964,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028273-1.nii.gz,20251028273-1.nii.gz,ok,17,"1,2,3,4,5,7,8,10,11,12,13,14,15,17,18,19,62",5.024616479873657,-129.19760131835943,-268.15234375,-887.1999703307742,131.30239868164062,-75.15234374999997,-607.1999703307742,-787.1999703307742,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028275-2.nii.gz,20251028275-2.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",11.672974586486816,-145.92199707031256,-251.15299987792974,179.15645151621067,185.0780029296875,-8.652999877929688,459.15645151621067,279.15645151621067,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028286-1.nii.gz,20251028286-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",8.282050609588623,-134.33999633789062,-261.8199996948242,100.14114664285097,130.66000366210938,-67.31999969482422,380.14114664285097,200.14114664285097,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028287-1.nii.gz,20251028287-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",10.833935737609863,-163.0469970703125,-250.5,298.1220096842391,158.9530029296875,-26.0,578.1220096842392,398.1220096842391,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028288-1.nii.gz,20251028288-1.nii.gz,ok,17,"1,2,3,4,5,7,8,10,11,12,13,14,15,17,18,19,62",16.04658818244934,-142.54986572265625,-285.1469841003418,-1417.6805727989831,176.45013427734375,-27.646984100341797,-1137.6805727989831,-1317.6805727989831,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028289-1.nii.gz,20251028289-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.54918670654297,-213.84210205078125,-326.9736785888672,-1989.5826624744,268.65789794921875,40.02632141113281,-1709.5826624744,-1889.5826624744,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028290-1.nii.gz,20251028290-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",14.649011373519897,-157.5,-268.5,-941.3702254059202,157.0,-23.0,-661.3702254059202,-841.3702254059202,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028293-1.nii.gz,20251028293-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",10.741536617279053,-189.19757961209018,-240.87976802109142,63.49206686942949,139.1041772318248,-5.9737727292274485,343.4920668694295,163.4920668694295,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028298-1.nii.gz,20251028298-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.60970449447632,-144.32899475097656,-238.81301879882812,353.7681332173855,168.67100524902344,-17.313018798828125,633.7681332173855,453.7681332173855,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028299-1.nii.gz,20251028299-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",21.535978317260742,-143.5,-307.0,-995.1399632205578,234.0,-60.0,-715.1399632205578,-895.1399632205578,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028300-1.nii.gz,20251028300-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",14.637534856796265,-98.07609454676248,-285.14605862941676,-785.3340648178062,142.58774378632955,-53.462663455419715,-505.33406481780617,-685.3340648178062,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028304-1.nii.gz,20251028304-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.635124921798706,-170.3179931640625,-247.0999984741211,267.6705710454214,187.6820068359375,-6.099998474121094,547.6705710454214,367.6705710454214,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028309-1.nii.gz,20251028309-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",13.325904369354248,-118.46169895098743,-250.53834894481864,-712.6272068429334,158.67314931561378,-14.183914980173768,-432.62720684293345,-612.6272068429334,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028311-1.nii.gz,20251028311-1.nii.gz,ok,16,"1,2,3,4,5,7,9,11,12,13,14,15,17,18,19,62",19.16353154182434,-164.63911437988276,-279.3543319702148,-1214.807296095788,152.8608856201172,-30.854331970214844,-934.8072960957879,-1114.807296095788,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028313-1.nii.gz,20251028313-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",20.181416749954224,-178.6510009765625,-284.5999984741211,150.00024364769598,140.3489990234375,-18.099998474121094,430.000243647696,250.00024364769598,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028314-1.nii.gz,20251028314-1.nii.gz,ok,16,"1,2,3,4,5,7,8,11,12,13,14,15,17,18,19,62",26.6848087310791,-190.1479949951172,-292.5,-321.18008459293395,242.8520050048828,23.5,-41.18008459293395,-221.18008459293395,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028315-1.nii.gz,20251028315-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",15.557574272155762,-145.5,-244.755859375,-839.3948040002098,155.5,-20.255859375,-559.3948040002098,-739.3948040002098,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028319-1.nii.gz,20251028319-1.nii.gz,ok,17,"1,2,3,4,5,7,8,10,11,12,13,14,15,17,18,19,62",20.39895486831665,-228.33799743652344,-303.16699981689453,-539.5519121454652,197.16200256347656,41.33300018310547,-259.5519121454651,-439.5519121454651,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028321-1.nii.gz,20251028321-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",21.307141542434692,-175.10899353027344,-284.5999984741211,-831.9476098334164,214.39100646972656,17.900001525878906,-551.9476098334164,-731.9476098334164,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028322-1.nii.gz,20251028322-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",16.73298215866089,-188.66178865711208,-253.52881740436783,218.8108317337141,133.98546004587655,-41.351487884390565,498.8108317337141,318.8108317337141,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028325-1.nii.gz,20251028325-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",20.835355520248413,-159.1578979492187,-264.21771240234375,260.9309974428583,173.34210205078125,-26.217712402343807,540.9309974428584,360.9309974428583,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028327-1.nii.gz,20251028327-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.73073124885559,-129.81051635742188,-256.74185943603516,-881.9972999336045,148.68948364257812,-63.74185943603513,-601.9972999336045,-781.9972999336045,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028329-1.nii.gz,20251028329-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.657336235046387,-163.34860229492188,-255.46158981323242,-38.667071690492776,137.65139770507812,-53.46158981323239,241.33292830950722,61.332928309507224,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028330-1.nii.gz,20251028330-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",14.40893292427063,-127.51745949225166,-268.73264393439024,-959.2437046802679,184.26871527654149,-25.999999289905332,-679.2437046802679,-859.2437046802679,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028332-1.nii.gz,20251028332-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",14.75029182434082,-147.99999999999994,-281.99999999999994,-1006.3601619194553,187.5,-48.5,-726.3601619194553,-906.3601619194553,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028334-1.nii.gz,20251028334-1.nii.gz,ok,15,"1,2,3,4,5,7,11,12,13,14,15,17,18,19,62",14.549317121505737,-153.85166931152344,-265.62679290771484,-1760.5572519012528,190.64833068847656,-53.126792907714844,-1480.5572519012528,-1660.5572519012528,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028335-1.nii.gz,20251028335-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",14.233147144317627,-145.54946899414068,-264.8157958984375,-1300.2447744956546,164.45053100585938,-52.31579589843744,-1020.2447744956546,-1200.2447744956546,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028336-1.nii.gz,20251028336-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",16.838716506958008,-172.44099426269537,-254.27500152587896,-508.3445157820484,157.0590057373047,-25.275001525878906,-228.3445157820484,-408.3445157820484,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028337-1.nii.gz,20251028337-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",15.023257493972778,-127.15748596191406,-288.38057804107666,-641.3851807203921,200.84251403808594,-83.38057804107666,-361.3851807203921,-541.3851807203921,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028338-1.nii.gz,20251028338-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",11.944810390472412,-147.00787353515625,-251.7677173614502,-1014.8108633568131,147.99212646484375,-30.267717361450195,-734.8108633568131,-914.8108633568131,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028340-1.nii.gz,20251028340-1.nii.gz,ok,17,"1,2,3,4,5,7,8,10,11,12,13,14,15,17,18,19,62",20.23228406906128,-154.5,-285.5,-1605.6185813471318,175.0,-41.5,-1325.6185813471318,-1505.6185813471318,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028342-1.nii.gz,20251028342-1.nii.gz,ok,17,"1,2,3,4,5,7,9,10,11,12,13,14,15,17,18,19,62",8.742722511291504,-132.80886840820312,-305.60643768310547,-244.9383443451976,160.69113159179693,-81.10643768310547,35.061655654802394,-144.9383443451976,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028343-1.nii.gz,20251028343-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",8.272543907165527,-128.79684448242188,-267.1252613067627,-1536.755611241179,142.20315551757812,-83.1252613067627,-1256.755611241179,-1436.755611241179,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028344-1.nii.gz,20251028344-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",17.506428003311157,-133.73052978515625,-279.0958023071289,-1061.0296754383025,183.76947021484375,-44.095802307128906,-781.0296754383027,-961.0296754383027,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028347-1.nii.gz,20251028347-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",15.058030128479004,-149.47000122070312,-242.12460327148438,-695.0162326263327,136.52999877929688,-11.624603271484375,-415.0162326263327,-595.0162326263327,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028350-1.nii.gz,20251028350-1.nii.gz,ok,17,"1,2,3,4,5,7,8,10,11,12,13,14,15,17,18,19,62",21.27542805671692,-162.5,-302.5,-1916.68639666412,224.0,-27.0,-1636.68639666412,-1816.68639666412,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028351-1.nii.gz,20251028351-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",15.968513011932373,-183.97999572753906,-253.62655639648438,-572.4448207827445,138.02000427246094,-45.626556396484375,-292.44482078274444,-472.44482078274444,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028352-1.nii.gz,20251028352-1.nii.gz,ok,16,"1,2,3,4,5,7,8,11,12,13,14,15,17,18,19,62",19.025938272476196,-148.0,-272.04736709594727,-1082.9085501666973,210.0,-7.047367095947266,-802.9085501666972,-982.9085501666972,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028355-1.nii.gz,20251028355-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",25.41300392150879,-168.60699462890625,-250.13099670410156,239.7038518112264,151.89300537109375,-0.1309967041015625,519.7038518112264,339.7038518112264,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028358-1.nii.gz,20251028358-1.nii.gz,ok,17,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,18,19,62",8.073907852172852,-146.05999755859375,-267.49359130859375,-1047.1268179882497,153.44000244140625,-21.99359130859375,-767.1268179882497,-947.1268179882497,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028360-1.nii.gz,20251028360-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",17.497482538223267,-207.44400024414068,-262.59999847412115,-675.7301414199691,176.05599975585938,-23.099998474121094,-395.7301414199691,-575.7301414199691,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028362-1.nii.gz,20251028362-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",16.854798793792725,-136.67599487304688,-263.79083251953125,-712.883054166132,134.32400512695312,-61.79083251953125,-432.88305416613196,-612.883054166132,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028366-1.nii.gz,20251028366-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",21.02066731452942,-166.36000061035156,-293.1192321777344,-665.5576547448768,167.63999938964844,-50.619232177734375,-385.5576547448768,-565.5576547448768,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028366-2.nii.gz,20251028366-2.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",8.30386471748352,-146.08561458560587,-247.56286314956108,-970.4959054053334,148.45899370876492,-71.4910351017781,-690.4959054053334,-870.4959054053334,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028367-1.nii.gz,20251028367-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",11.36085295677185,-165.06199645996088,-270.951000213623,-968.0323702276946,165.93800354003906,0.048999786376953125,-688.0323702276946,-868.0323702276946,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028370-1.nii.gz,20251028370-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",20.90962815284729,-162.03500366210943,-252.42700195312506,-528.946696204294,201.96499633789062,69.572998046875,-248.94669620429397,-428.94669620429397,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028371-1.nii.gz,20251028371-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.260016202926636,-160.416000366211,-255.93600082397467,74.82970457359937,136.08399963378906,-40.43600082397461,354.8297045735994,174.82970457359937,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028373-1.nii.gz,20251028373-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",11.684673547744751,-169.49999999999994,-243.49900054931635,-971.0224348478916,146.5,-17.499000549316406,-691.0224348478916,-871.0224348478916,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028376-1.nii.gz,20251028376-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",14.82947063446045,-185.52003430326687,-239.248178212675,241.96151505842676,226.06339135522035,19.1431168883515,521.9615150584268,341.96151505842676,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028387-1.nii.gz,20251028387-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.514420986175537,-90.85000610351562,-242.97000122070312,-579.6204418217274,171.14999389648438,-67.97000122070312,-299.62044182172735,-479.62044182172735,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028388-1.nii.gz,20251028388-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.714059829711914,-157.81700134277344,-261.5999984741211,-713.3967332385009,164.18299865722656,-10.099998474121094,-433.39673323850093,-613.3967332385009,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028389-1.nii.gz,20251028389-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",19.773290872573853,-128.5229949951172,-247.39337158203125,-696.1948287602864,157.4770050048828,-39.39337158203125,-416.19482876028644,-596.1948287602864,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028394-1.nii.gz,20251028394-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",14.317277669906616,-131.0216064453126,-240.99238204956058,-937.9193679083776,147.4783935546875,-22.492382049560547,-657.9193679083776,-837.9193679083776,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028001-1.nii.gz,20251028001-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",21.752456188201904,-193.0252685546875,-291.2560729980469,-967.3929156655408,224.9747314453125,66.74392700195312,-687.3929156655408,-867.3929156655408,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028002-1.nii.gz,20251028002-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.191497087478638,-127.40789794921875,-264.302734375,-65.7669506660232,169.09210205078125,-53.302734375,214.2330493339768,34.233049333976794,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028004-1.nii.gz,20251028004-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",14.461991548538208,-167.83500671386724,-257.58709716796875,-785.1720421984519,136.1649932861328,-46.58709716796869,-505.1720421984519,-685.1720421984519,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028009-1.nii.gz,20251028009-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",19.751716136932373,-172.9199981689453,-242.87265014648438,-581.4027059051834,177.5800018310547,-13.872650146484375,-301.40270590518344,-481.40270590518344,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028012-1.nii.gz,20251028012-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",17.140419721603394,-118.19999694824219,-295.5601501464844,-844.498808961061,251.8000030517578,-18.560150146484375,-564.498808961061,-744.498808961061,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028014-1.nii.gz,20251028014-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.22879433631897,-202.64599609375,-358.2115783691406,147.5278633619846,225.85400390625,61.288421630859375,427.5278633619846,247.5278633619846,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028016-1.nii.gz,20251028016-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",22.312257051467896,-225.26315307617188,-315.3128967285156,-1242.478671968267,257.2368469238281,119.18710327148438,-962.478671968267,-1142.478671968267,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028016-2.nii.gz,20251028016-2.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",17.61840009689331,-199.67599487304688,-247.596435546875,-774.9258941852595,245.32400512695312,62.403564453125,-494.9258941852595,-674.9258941852595,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028017-1.nii.gz,20251028017-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",11.634481191635132,-165.8719940185547,-254.9000015258789,-912.9877358324395,126.12800598144531,-45.400001525878906,-632.9877358324395,-812.9877358324395,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028018-1.nii.gz,20251028018-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",16.850333213806152,-170.0,-265.162109375,-502.07986171368395,212.0,-18.162109375,-222.07986171368395,-402.07986171368395,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028020-1.nii.gz,20251028020-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",17.51066255569458,-171.10400390625,-325.7383728027344,242.19461619170852,266.39599609375,-0.738372802734375,522.1946161917085,342.1946161917085,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028021-1.nii.gz,20251028021-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",14.52374815940857,-173.22320724605575,-269.2960445829594,327.6572428619165,206.11793654799922,-18.27984110904964,607.6572428619165,427.6572428619165,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028023-2.nii.gz,20251028023-2.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",14.047951698303223,-133.3679962158203,-271.8247985839844,-937.5273263760487,146.6320037841797,-39.824798583984375,-657.5273263760487,-837.5273263760487,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028028-1.nii.gz,20251028028-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",16.25091052055359,-145.00000000000006,-278.7527160644531,-843.3047281084187,136.5,-75.25271606445307,-563.3047281084187,-743.3047281084187,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028029-1.nii.gz,20251028029-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",15.298456192016602,-147.45399475097656,-258.0999984741211,143.90400191675838,239.04600524902344,77.4000015258789,423.9040019167584,243.90400191675838,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028033-1.nii.gz,20251028033-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.899871110916138,-152.08099365234375,-235.79999923706055,-292.17402123883585,151.91900634765625,-5.299999237060547,-12.174021238835849,-192.17402123883585,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028037-1.nii.gz,20251028037-1.nii.gz,ok,16,"1,2,3,4,5,7,10,11,12,13,14,15,17,18,19,62",8.297906160354614,-121.5390625,-305.218035697937,-1048.9552784946945,170.4609375,-46.21803569793701,-768.9552784946945,-948.9552784946945,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028038-1.nii.gz,20251028038-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.517444372177124,-221.5473777242475,-203.66318224449253,318.95196783662834,153.1347099988684,0.36471220427679896,598.9519678366283,418.95196783662834,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028040-1.nii.gz,20251028040-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.835275173187256,-174.73684692382804,-266.605255126953,-605.4780154145124,166.76315307617188,-39.1052551269531,-325.47801541451236,-505.47801541451236,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028041-1.nii.gz,20251028041-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.132535934448242,-162.24638441890056,-253.5932919566506,-454.71036321429784,178.74045878202708,-41.24721506500728,-174.71036321429784,-354.71036321429784,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028042-1.nii.gz,20251028042-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",22.25018334388733,-167.09808349609375,-292.80382919311523,-1433.7827378607114,169.90191650390625,-23.303829193115234,-1153.7827378607114,-1333.7827378607114,fixed_window_core_centroid,
